Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/

Crime in 2010

,,,,Number of offenses reported,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,,,
,,,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,,,

Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Adelanto Police Dept,CA,12,      31765,         242,           4,           9,,          39,         190,         726,         359,         273,          94,         761.8,          12.6,          28.3,,         122.8,         598.1,       2285.5,       1130.2,         859.4,         295.9
Agoura Hills,CA,12,      20330,          18,           0,           2,,           1,          15,         240,          59,         173,           8,          88.5,            .0,           9.8,,           4.9,          73.8,       1180.5,         290.2,         851.0,          39.4
Alameda County Sheriff Department,CA,12,,         698,           8,          18,,         235,         437,       2212,         622,       1041,         549,,,,,,,,,,
Alameda Police Dept,CA,12,      73812,         173,           1,          15,,          74,          83,       1964,         389,       1360,         215,         234.4,           1.4,          20.3,,         100.3,         112.4,       2660.8,         527.0,       1842.5,         291.3
Albany Police Dept,CA,12,      18539,          37,           0,           5,,          24,           8,         582,          95,         392,          95,         199.6,            .0,          27.0,,         129.5,          43.2,       3139.3,         512.4,       2114.5,         512.4
Alhambra Police Dept,CA,12,      83089,         185,           3,           8,,          82,          92,       2075,         345,       1460,         270,         222.7,           3.6,           9.6,,          98.7,         110.7,       2497.3,         415.2,       1757.2,         325.0
Aliso Viejo,CA,12,      47823,          37,           0,           4,,           8,          25,         439,          87,         324,          28,          77.4,            .0,           8.4,,          16.7,          52.3,         918.0,         181.9,         677.5,          58.5
American Canyon,CA,12,      19454,          38,           0,           2,,          20,          16,         515,         100,         375,          40,         195.3,            .0,          10.3,,         102.8,          82.2,       2647.3,         514.0,       1927.6,         205.6
Anaheim Police Dept,CA,12,     336265,       1161,           7,          88,,         492,         574,       8473,       1594,       5869,       1010,         345.3,           2.1,          26.2,,         146.3,         170.7,       2519.7,         474.0,       1745.3,         300.4
Anderson Police Dept,CA,12,       9932,          77,           0,           5,,          10,          62,         510,          90,         394,          26,         775.3,            .0,          50.3,,         100.7,         624.2,       5134.9,         906.2,       3967.0,         261.8
Antioch Police Dept,CA,12,     102372,         864,          13,          32,,         313,         506,       3096,       1087,       1049,         960,         844.0,          12.7,          31.3,,         305.7,         494.3,       3024.3,       1061.8,       1024.7,         937.8
Apple Valley,CA,12,      69135,         188,           2,          22,,          58,         106,       1889,         592,       1107,         190,         271.9,           2.9,          31.8,,          83.9,         153.3,       2732.3,         856.3,       1601.2,         274.8
Arcadia Police Dept,CA,12,      56364,          88,           1,           5,,          36,          46,       1737,         364,       1267,         106,         156.1,           1.8,           8.9,,          63.9,          81.6,       3081.8,         645.8,       2247.9,         188.1
Arcata Police Dept,CA,12,      17231,          40,           0,           6,,          14,          20,         648,         172,         444,          32,         232.1,            .0,          34.8,,          81.2,         116.1,       3760.7,         998.2,       2576.8,         185.7
Arroyo Grande Police Dept,CA,12,      17252,          25,           0,           3,,           5,          17,         317,          76,         224,          17,         144.9,            .0,          17.4,,          29.0,          98.5,       1837.5,         440.5,       1298.4,          98.5
Artesia,CA,12,      16522,          64,           0,           3,,          33,          28,         265,          81,         140,          44,         387.4,            .0,          18.2,,         199.7,         169.5,       1603.9,         490.3,         847.4,         266.3
Arvin Police Dept,CA,12,      19304,         187,           0,           1,,          19,         167,         500,         186,         232,          82,         968.7,            .0,           5.2,,          98.4,         865.1,       2590.1,         963.5,       1201.8,         424.8
Atascadero Police Dept,CA,12,      28310,          79,           0,          10,,           8,          61,         620,         152,         435,          33,         279.1,            .0,          35.3,,          28.3,         215.5,       2190.0,         536.9,       1536.6,         116.6
Atwater Police Dept,CA,12,      28168,         114,           4,           6,,          23,          81,       1128,         322,         700,         106,         404.7,          14.2,          21.3,,          81.7,         287.6,       4004.5,       1143.1,       2485.1,         376.3
Auburn Police Dept,CA,12,      13330,          59,           0,           7,,          14,          38,         291,          60,         189,          42,         442.6,            .0,          52.5,,         105.0,         285.1,       2183.0,         450.1,       1417.9,         315.1
Avenal,CA,12,      15505,          57,           2,           2,,           8,          45,         143,          63,          66,          14,         367.6,          12.9,          12.9,,          51.6,         290.2,         922.3,         406.3,         425.7,          90.3
Azusa Police Dept,CA,12,      46361,         226,           2,          11,,          63,         150,       1136,         276,         731,         129,         487.5,           4.3,          23.7,,         135.9,         323.5,       2450.3,         595.3,       1576.8,         278.3
Bakersfield Police Dept,CA,12,     347483,       2104,          33,          34,,         641,       1396,      15197,       4235,       8507,       2455,         605.5,           9.5,           9.8,,         184.5,         401.7,       4373.5,       1218.8,       2448.2,         706.5
Baldwin Park Police Dept,CA,12,      75390,         253,           2,           8,,         102,         141,       1752,         306,         940,         506,         335.6,           2.7,          10.6,,         135.3,         187.0,       2323.9,         405.9,       1246.8,         671.2
Banning Police Dept,CA,12,      29603,         155,           3,           7,,          32,         113,         546,         278,         205,          63,         523.6,          10.1,          23.6,,         108.1,         381.7,       1844.4,         939.1,         692.5,         212.8
Barstow Police Dept,CA,12,      22639,         190,           6,           8,,          45,         131,         777,         263,         371,         143,         839.3,          26.5,          35.3,,         198.8,         578.6,       3432.1,       1161.7,       1638.8,         631.7
Beaumont Police Dept,CA,12,      36877,          87,           0,           6,,          16,          65,         781,         173,         543,          65,         235.9,            .0,          16.3,,          43.4,         176.3,       2117.9,         469.1,       1472.5,         176.3
Bell Police Dept,CA,12,      35477,         241,           1,          12,,          90,         138,         601,         176,         285,         140,         679.3,           2.8,          33.8,,         253.7,         389.0,       1694.1,         496.1,         803.3,         394.6
Bell Gardens Police Dept,CA,12,      42072,         210,           5,           5,,         112,          88,         940,         150,         391,         399,         499.1,          11.9,          11.9,,         266.2,         209.2,       2234.3,         356.5,         929.4,         948.4
Bellflower,CA,12,      76616,         415,           1,          24,,         176,         214,       1776,         413,         906,         457,         541.7,           1.3,          31.3,,         229.7,         279.3,       2318.1,         539.1,       1182.5,         596.5
Belmont Police Dept,CA,12,      25835,          26,           0,           0,,           8,          18,         367,          69,         268,          30,         100.6,            .0,            .0,,          31.0,          69.7,       1420.6,         267.1,       1037.4,         116.1
Benicia Police Dept,CA,12,      26997,          50,           1,           7,,          15,          27,         471,         136,         268,          67,         185.2,           3.7,          25.9,,          55.6,         100.0,       1744.6,         503.8,         992.7,         248.2
Berkeley Police Dept,CA,12,     112580,         533,           5,          23,,         365,         140,       5943,       1088,       4240,         615,         473.4,           4.4,          20.4,,         324.2,         124.4,       5278.9,         966.4,       3766.2,         546.3
Beverly Hills Police Dept,CA,12,      34109,          75,           3,           4,,          35,          33,         985,         263,         677,          45,         219.9,           8.8,          11.7,,         102.6,          96.7,       2887.8,         771.1,       1984.8,         131.9
Blythe Police Dept,CA,12,      20817,          77,           0,           3,,          13,          61,         605,         256,         332,          17,         369.9,            .0,          14.4,,          62.4,         293.0,       2906.3,       1229.8,       1594.9,          81.7
Brawley Police Dept,CA,12,      24953,          53,           0,           5,,          10,          38,       1102,         354,         622,         126,         212.4,            .0,          20.0,,          40.1,         152.3,       4416.3,       1418.7,       2492.7,         504.9
Brea Police Dept,CA,12,      39282,          71,           1,           3,,          28,          39,       1471,         197,       1200,          74,         180.7,           2.5,           7.6,,          71.3,          99.3,       3744.7,         501.5,       3054.8,         188.4
Brentwood Police Dept,CA,12,      51481,         112,           0,           6,,          41,          65,       1117,         214,         796,         107,         217.6,            .0,          11.7,,          79.6,         126.3,       2169.7,         415.7,       1546.2,         207.8
Buena Park Police Dept,CA,12,      80530,         241,           0,          13,,          82,         146,       2007,         355,       1270,         382,         299.3,            .0,          16.1,,         101.8,         181.3,       2492.2,         440.8,       1577.1,         474.4
Burbank Police Dept,CA,12,     103340,         221,           0,          13,,          98,         110,       2687,         478,       1933,         276,         213.9,            .0,          12.6,,          94.8,         106.4,       2600.2,         462.6,       1870.5,         267.1
Burlingame Police Dept,CA,12,      28806,          59,           0,           5,,          20,          34,         702,         108,         520,          74,         204.8,            .0,          17.4,,          69.4,         118.0,       2437.0,         374.9,       1805.2,         256.9
Butte County Sheriff Department,CA,12,,         133,           4,          18,,          24,          87,       1296,         564,         721,          11,,,,,,,,,,
Calabasas,CA,12,      23058,          13,           0,           1,,           3,           9,         321,          83,         220,          18,          56.4,            .0,           4.3,,          13.0,          39.0,       1392.1,         360.0,         954.1,          78.1
Calaveras County Sheriff Department,CA,12,,          82,           1,          10,,          12,          59,         654,         282,         361,          11,,,,,,,,,,
Calexico Police Dept,CA,12,      38572,          77,           0,           5,,          34,          38,       1429,         518,         584,         327,         199.6,            .0,          13.0,,          88.1,          98.5,       3704.8,       1342.9,       1514.1,         847.8
California City Police Dept,CA,12,      14120,          56,           3,           4,,           2,          47,         475,         184,         257,          34,         396.6,          21.2,          28.3,,          14.2,         332.9,       3364.0,       1303.1,       1820.1,         240.8
Camarillo,CA,12,      65201,          54,           0,           3,,          12,          39,         972,         167,         763,          42,          82.8,            .0,           4.6,,          18.4,          59.8,       1490.8,         256.1,       1170.2,          64.4
Campbell Police Dept,CA,12,      39349,          83,           0,          10,,          32,          41,       1451,         319,       1017,         115,         210.9,            .0,          25.4,,          81.3,         104.2,       3687.5,         810.7,       2584.6,         292.3
Canyon Lake,CA,12,      10561,          10,           0,           0,,           3,           7,         223,          45,         146,          32,          94.7,            .0,            .0,,          28.4,          66.3,       2111.5,         426.1,       1382.4,         303.0
Capitola Police Dept,CA,12,       9918,         113,           0,           3,,          11,          99,         708,          78,         608,          22,       1139.3,            .0,          30.2,,         110.9,         998.2,       7138.5,         786.4,       6130.3,         221.8
Carslbad Police Dept,CA,12,     105328,         195,           0,          20,,          41,         134,       1820,         399,       1313,         108,         185.1,            .0,          19.0,,          38.9,         127.2,       1727.9,         378.8,       1246.6,         102.5
Carpinteria,CA,12,      13040,          39,           0,           3,,           3,          33,         184,          26,         149,           9,         299.1,            .0,          23.0,,          23.0,         253.1,       1411.0,         199.4,       1142.6,          69.0
